"CIE10","DESCRIPCION DIAGNOSTICO","GENERO","NÚMERO DE INCAPACIDADES","DIAS TOTALES INCAPACIDAD","PROMEDIO DIAS POR INCAPACIDAD","PERIODO DE CONSULTA"
"S608","OTROS TRAUMATISMOS SUPERFICIALES DE LA MUNECA Y DE LA MANO","M","2","35","17.5","01/01/2024-31/12/2024"
"S624","FRACTURAS MULTIPLES DE HUESOS METACARPIANOS","M","3","90","30","01/01/2024-31/12/2024"
"S680","AMPUTACION TRAUMATICA DEL PULGAR (COMPLETA) (PARCIAL)","M","2","45","22.5","01/01/2024-31/12/2024"
"S681","AMPUTACION TRAUMATICA DE OTRO DEDO UNICO (COMPLETA) (PARCIAL)","M","15","355","23.66666666667","01/01/2024-31/12/2024"
"S810","HERIDA DE LA RODILLA","M","9","78","8.66666666667","01/01/2024-31/12/2024"
"S823","FRACTURA DE LA EPIFISIS INFERIOR DE LA TIBIA","M","21","540","25.71428571429","01/01/2024-31/12/2024"
"S922","FRACTURA DE OTRO(S) HUESO(S) DEL TARSO","M","1","30","30","01/01/2024-31/12/2024"
"V694","CONDUCTOR DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON OTROS VEHICULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE DE TRANSITO","M","1","5","5","01/01/2024-31/12/2024"
"W348","DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, OTRO LUGAR ESPECIFICADO","M","1","15","15","01/01/2024-31/12/2024"
"A059","INTOXICACION ALIMENTARIA BACTERIANA, NO ESPECIFICADA","M","2","4","2","01/01/2024-31/12/2024"
"D171","TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTANEO DEL TRONCO","M","7","26","3.71428571429","01/01/2024-31/12/2024"
"D233","TUMOR BENIGNO DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA","M","4","10","2.5","01/01/2024-31/12/2024"
"D401","TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL TESTICULO","M","2","14","7","01/01/2024-31/12/2024"
"F100","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALCOHOL, INTOXICACION AGUDA","M","2","2","1","01/01/2024-31/12/2024"
"F419","TRASTORNO DE ANSIEDAD, NO ESPECIFICADO","M","4","8","2","01/01/2024-31/12/2024"
"G409","EPILEPSIA, TIPO NO ESPECIFICADO","M","4","10","2.5","01/01/2024-31/12/2024"
"G443","CEFALEA POSTRAUMATICA CRONICA","M","2","4","2","01/01/2024-31/12/2024"
"H261","CATARATA TRAUMATICA","M","4","120","30","01/01/2024-31/12/2024"
"H350","RETINOPATIAS DEL FONDO Y CAMBIOS VASCULARES RETINIANOS","M","2","9","4.5","01/01/2024-31/12/2024"
"H55X","NISTAGMO Y OTROS MOVIMIENTOS OCULARES IRREGULARES","M","1","2","2","01/01/2024-31/12/2024"
"H571","DOLOR OCULAR","M","3","25","8.33333333333","01/01/2024-31/12/2024"
"H659","OTITIS MEDIA NO SUPURATIVA, SIN OTRA ESPECIFICACION","M","1","1","1","01/01/2024-31/12/2024"
"I309","PERICARDITIS AGUDA, NO ESPECIFICADA","M","1","15","15","01/01/2024-31/12/2024"
"I691","SECUELAS DE HEMORRAGIA INTRAENCEFALICA","M","2","60","30","01/01/2024-31/12/2024"
"I845","HEMORROIDES EXTERNAS SIN COMPLICACION","M","1","3","3","01/01/2024-31/12/2024"
"I880","LINFADENITIS MESENTERICA INESPECIFICA","M","2","4","2","01/01/2024-31/12/2024"
"J180","BRONCONEUMONIA, NO ESPECIFICADA","M","10","39","3.9","01/01/2024-31/12/2024"
"J311","RINOFARINGITIS CRONICA","M","1","1","1","01/01/2024-31/12/2024"
"K076","TRASTORNOS DE LA ARTICULACION TEMPOROMAXILAR","M","2","6","3","01/01/2024-31/12/2024"
"K439","OTRAS HERNIAS VENTRALES Y LAS NO ESPECIFICADAS SIN OBSTRUCCION O GANGRENA","M","5","79","15.8","01/01/2024-31/12/2024"
"K564","OTRAS OBSTRUCCIONES DEL INTESTINO","M","2","5","2.5","01/01/2024-31/12/2024"
"L905","FIBROSIS Y AFECCIONES CICATRICIALES DE LA PIEL","M","1","1","1","01/01/2024-31/12/2024"
"M100","GOTA IDIOPATICA","M","1","30","30","01/01/2024-31/12/2024"
"M620","DIASTASIS DEL MUSCULO","M","1","30","30","01/01/2024-31/12/2024"
"M659","SINOVITIS Y TENOSINOVITIS, NO ESPECIFICADA","M","1","5","5","01/01/2024-31/12/2024"
"M792","NEURALGIA Y NEURITIS, NO ESPECIFICADAS","M","1","2","2","01/01/2024-31/12/2024"
"N111","PIELONEFRITIS CRONICA OBSTRUCTIVA","M","2","42","21","01/01/2024-31/12/2024"
"N341","URETRITIS NO ESPECIFICA","M","1","3","3","01/01/2024-31/12/2024"
"N459","ORQUITIS, EPIDIDIMITIS Y ORQUIEPIDIDIMITIS SIN ABSCESO","M","16","108","6.75","01/01/2024-31/12/2024"
"R060","DISNEA","M","3","3","1","01/01/2024-31/12/2024"
"R501","FIEBRE PERSISTENTE","M","1","11","11","01/01/2024-31/12/2024"
"R51X","CEFALEA","M","40","101","2.525","01/01/2024-31/12/2024"
"S001","CONTUSION DE LOS PARPADOS Y DE LA REGION PERIOCULAR","M","1","4","4","01/01/2024-31/12/2024"
"S008","TRAUMATISMO SUPERFICIAL DE OTRAS PARTES DE LA CABEZA","M","3","10","3.33333333333","01/01/2024-31/12/2024"
"S019","HERIDA DE LA CABEZA, PARTE NO ESPECIFICADA","M","13","47","3.61538461538","01/01/2024-31/12/2024"
"S055","HERIDA PENETRANTE DEL GLOBO OCULAR CON CUERPO EXTRANO","M","2","45","22.5","01/01/2024-31/12/2024"
"S060","CONCUSION","M","9","62","6.88888888889","01/01/2024-31/12/2024"
"S224","FRACTURAS MULTIPLES DE COSTILLAS","M","8","67","8.375","01/01/2024-31/12/2024"
"S298","OTROS TRAUMATISMOS DEL TORAX, ESPECIFICADOS","M","1","5","5","01/01/2024-31/12/2024"
"S313","HERIDA DEL ESCROTO Y DE LOS TESTICULOS","M","6","63","10.5","01/01/2024-31/12/2024"
"S420","FRACTURA DE LA CLAVICULA","M","43","1,051","24.44186046512","01/01/2024-31/12/2024"
"S508","OTROS TRAUMATISMOS SUPERFICIALES DEL ANTEBRAZO","M","1","5","5","01/01/2024-31/12/2024"
"S609","TRAUMATISMO SUPERFICIAL DE LA MUNECA Y DE LA MANO, NO ESPECIFICADO","M","1","30","30","01/01/2024-31/12/2024"
"S610","HERIDA DE DEDO(S) DE LA MANO, SIN DANO DE LA(S) UNA(S)","M","38","370","9.73684210526","01/01/2024-31/12/2024"
"S666","TRAUMATISMO DE MULTIPLES TENDONES Y MUSCULOS FLEXORES A NIVEL DE LA MUNECA Y DE LA MANO","M","3","75","25","01/01/2024-31/12/2024"
"S711","HERIDA DEL MUSLO","M","3","25","8.33333333333","01/01/2024-31/12/2024"
"S723","FRACTURA DE LA DIAFISIS DEL FEMUR","M","29","742","25.58620689655","01/01/2024-31/12/2024"
"S763","TRAUMATISMO DE TENDON Y MUSCULO DEL GRUPO MUSCULAR POSTERIOR A NIVEL DEL MUSLO","M","1","2","2","01/01/2024-31/12/2024"
"S799","TRAUMATISMO NO ESPECIFICADO DE LA CADERA Y DEL MUSLO","M","3","80","26.66666666667","01/01/2024-31/12/2024"
"B302","FARINGOCONJUNTIVITIS VIRAL","M","1","3","3","01/01/2024-31/12/2024"
"C441","TUMOR MALIGNO DE LA PIEL DEL PARPADO, INCLUIDA LA COMISURA PALPEBRAL","M","1","2","2","01/01/2024-31/12/2024"
"C608","LESION DE SITIOS CONTIGUOS DEL PENE","M","1","12","12","01/01/2024-31/12/2024"
"C629","TUMOR MALIGNO DEL TESTICULO, NO ESPECIFICADO","M","2","19","9.5","01/01/2024-31/12/2024"
"C859","LINFOMA NO HODGKIN, NO ESPECIFICADO","M","1","5","5","01/01/2024-31/12/2024"
"D695","TROMBOCITOPENIA SECUNDARIA","M","1","1","1","01/01/2024-31/12/2024"
"E116","DIABETES MELLITUS NO INSULINODEPENDIENTE, CON OTRAS COMPLICACIONES ESPECIFICADAS","M","1","30","30","01/01/2024-31/12/2024"
"E660","OBESIDAD DEBIDA A EXCESO DE CALORIAS","M","1","1","1","01/01/2024-31/12/2024"
"E669","OBESIDAD, NO ESPECIFICADA","M","1","15","15","01/01/2024-31/12/2024"
"F108","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALCOHOL, OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO","M","1","2","2","01/01/2024-31/12/2024"
"G709","TRASTORNO NEUROMUSCULAR, NO ESPECIFICADO","M","1","2","2","01/01/2024-31/12/2024"
"H010","BLEFARITIS","M","1","2","2","01/01/2024-31/12/2024"
"H650","OTITIS MEDIA AGUDA SEROSA","M","3","8","2.66666666667","01/01/2024-31/12/2024"
"I471","TAQUICARDIA SUPRAVENTRICULAR","M","1","7","7","01/01/2024-31/12/2024"
"I839","VENAS VARICOSAS DE LOS MIEMBROS INFERIORES SIN ULCERA NI INFLAMACION","M","11","65","5.90909090909","01/01/2024-31/12/2024"
"I888","OTRAS LINFADENITIS INESPECIFICAS","M","1","1","1","01/01/2024-31/12/2024"
"J00X","RINOFARINGITIS AGUDA [RESFRIADO COMUN]","M","84","212","2.52380952381","01/01/2024-31/12/2024"
"J042","LARINGOTRAQUEITIS AGUDA","M","2","6","3","01/01/2024-31/12/2024"
"J219","BRONQUIOLITIS AGUDA, NO ESPECIFICADA","M","2","5","2.5","01/01/2024-31/12/2024"
"J351","HIPERTROFIA DE LAS AMIGDALAS","M","1","2","2","01/01/2024-31/12/2024"
"J90X","DERRAME PLEURAL NO CLASIFICADO EN OTRA PARTE","M","2","41","20.5","01/01/2024-31/12/2024"
"J960","INSUFICIENCIA RESPIRATORIA AGUDA","M","1","7","7","01/01/2024-31/12/2024"
"K029","CARIES DENTAL, NO ESPECIFICADA","M","1","1","1","01/01/2024-31/12/2024"
"K641","HEMORROIDES DE SEGUNDO GRADO","M","1","4","4","01/01/2024-31/12/2024"
"K861","OTRAS PANCREATITIS CRONICAS","M","1","10","10","01/01/2024-31/12/2024"
"L039","CELULITIS DE SITIO NO ESPECIFICADO","M","7","28","4","01/01/2024-31/12/2024"
"L720","QUISTE EPIDERMICO","M","5","31","6.2","01/01/2024-31/12/2024"
"M239","TRASTORNO INTERNO DE LA RODILLA, NO ESPECIFICADO","M","11","47","4.27272727273","01/01/2024-31/12/2024"
"M795","CUERPO EXTRANO RESIDUAL EN TEJIDO BLANDO","M","1","1","1","01/01/2024-31/12/2024"
"N434","ESPERMATOCELE","M","2","11","5.5","01/01/2024-31/12/2024"
"R072","DOLOR PRECORDIAL","M","2","8","4","01/01/2024-31/12/2024"
"R103","DOLOR LOCALIZADO EN OTRAS PARTES INFERIORES DEL ABDOMEN","M","5","12","2.4","01/01/2024-31/12/2024"
"R33X","RETENCION DE ORINA","M","1","4","4","01/01/2024-31/12/2024"
"R55X","SINCOPE Y COLAPSO","M","9","27","3","01/01/2024-31/12/2024"
"S022","FRACTURA DE LOS HUESOS DE LA NARIZ","M","9","72","8","01/01/2024-31/12/2024"
"S026","FRACTURA DEL MAXILAR INFERIOR","M","2","35","17.5","01/01/2024-31/12/2024"
"S051","CONTUSION DEL GLOBO OCULAR Y DEL TEJIDO ORBITARIO","M","2","10","5","01/01/2024-31/12/2024"
"S062","TRAUMATISMO CEREBRAL DIFUSO","M","2","8","4","01/01/2024-31/12/2024"
"S099","TRAUMATISMO DE LA CABEZA, NO ESPECIFICADO","M","12","104","8.66666666667","01/01/2024-31/12/2024"
"S272","HEMONEUMOTORAX TRAUMATICO","M","2","50","25","01/01/2024-31/12/2024"
"S422","FRACTURA DE LA EPIFISIS SUPERIOR DEL HUMERO","M","6","180","30","01/01/2024-31/12/2024"
"S611","HERIDA DE DEDO(S) DE LA MANO, CON DANO DE LA(S) UNA(S)","M","22","327","14.86363636364","01/01/2024-31/12/2024"
"S626","FRACTURA DE OTRO DEDO DE LA MANO","M","38","897","23.60526315789","01/01/2024-31/12/2024"
"S801","CONTUSION DE OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA PIERNA","M","15","137","9.13333333333","01/01/2024-31/12/2024"
"S822","FRACTURA DE LA DIAFISIS DE LA TIBIA","M","64","1,660","25.9375","01/01/2024-31/12/2024"
"S934","ESGUINCES Y TORCEDURAS DEL TOBILLO","M","51","269","5.27450980392","01/01/2024-31/12/2024"
"S961","TRAUMATISMO DEL TENDON Y MUSCULO DEL EXTENSOR LARGO DEL (DE LOS) DEDO(S) A NIVEL DEL PIE Y DEL TOBILLO","M","2","60","30","01/01/2024-31/12/2024"
"T198","CUERPO EXTRANO EN OTRAS Y EN MULTIPLES PARTES DE LAS VIAS GENITOURINARIAS","M","2","2","1","01/01/2024-31/12/2024"
"T232","QUEMADURA DE LA MUNECA Y DE LA MANO, DE SEGUNDO GRADO","M","2","10","5","01/01/2024-31/12/2024"
"T810","HEMORRAGIA Y HEMATOMA QUE COMPLICAN UN PROCEDIMIENTO, NO CLASIFICADOS EN OTRA PARTE","M","2","23","11.5","01/01/2024-31/12/2024"
"V031","PEATON LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, ACCIDENTE DE TRANSITO","M","4","46","11.5","01/01/2024-31/12/2024"
"A090","OTRAS GASTROENTERITIS Y COLITIS DE ORIGEN INFECCIOSO","M","14","43","3.07142857143","01/01/2024-31/12/2024"
"A545","FARINGITIS GONOCOCICA","M","1","3","3","01/01/2024-31/12/2024"
"B019","VARICELA SIN COMPLICACIONES","M","5","39","7.8","01/01/2024-31/12/2024"
"D162","TUMOR BENIGNO DE LOS HUESOS LARGOS DEL MIEMBRO INFERIOR","M","1","30","30","01/01/2024-31/12/2024"
"D224","NEVO MELANOCITICO DEL CUERO CABELLUDO Y DEL CUELLO","M","1","5","5","01/01/2024-31/12/2024"
"D235","TUMOR BENIGNO DE LA PIEL DEL TRONCO","M","3","9","3","01/01/2024-31/12/2024"
"D237","TUMOR BENIGNO DE LA PIEL DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA","M","9","26","2.88888888889","01/01/2024-31/12/2024"
"F070","TRASTORNO DE LA PERSONALIDAD, ORGANICO","M","1","5","5","01/01/2024-31/12/2024"
"G470","TRASTORNOS DEL INICIO Y DEL MANTENIMIENTO DEL SUENO [INSOMNIOS]","M","1","1","1","01/01/2024-31/12/2024"
"H110","PTERIGION","M","15","259","17.26666666667","01/01/2024-31/12/2024"
"H400","SOSPECHA DE GLAUCOMA","M","2","2","1","01/01/2024-31/12/2024"
"H402","GLAUCOMA PRIMARIO DE ANGULO CERRADO","M","1","5","5","01/01/2024-31/12/2024"
"H431","HEMORRAGIA DEL VITREO","M","1","20","20","01/01/2024-31/12/2024"
"H547","DISMINUCION DE LA AGUDEZA VISUAL, SIN ESPECIFICACION","M","1","3","3","01/01/2024-31/12/2024"
"H660","OTITIS MEDIA SUPURATIVA AGUDA","M","3","10","3.33333333333","01/01/2024-31/12/2024"
"H920","OTALGIA","M","1","3","3","01/01/2024-31/12/2024"
"I842","HEMORROIDES INTERNAS SIN COMPLICACION","M","1","1","1","01/01/2024-31/12/2024"
"I861","VARICES ESCROTALES","M","6","53","8.83333333333","01/01/2024-31/12/2024"
"J069","INFECCION AGUDA DE LAS VIAS RESPIRATORIAS SUPERIORES, NO ESPECIFICADA","M","13","41","3.15384615385","01/01/2024-31/12/2024"
"J208","BRONQUITIS AGUDA DEBIDA A OTROS MICROORGANISMOS ESPECIFICADOS","M","1","3","3","01/01/2024-31/12/2024"
"J343","HIPERTROFIA DE LOS CORNETES NASALES","M","7","99","14.14285714286","01/01/2024-31/12/2024"
"J459","ASMA, NO ESPECIFICADO","M","10","24","2.4","01/01/2024-31/12/2024"
"J930","NEUMOTORAX ESPONTANEO A PRESION","M","1","7","7","01/01/2024-31/12/2024"
"J939","NEUMOTORAX, NO ESPECIFICADO","M","1","14","14","01/01/2024-31/12/2024"
"K050","GINGIVITIS AGUDA","M","1","3","3","01/01/2024-31/12/2024"
"K075","ANOMALIAS DENTOFACIALES FUNCIONALES","M","1","20","20","01/01/2024-31/12/2024"
"K251","ULCERA GASTRICA, AGUDA CON PERFORACION","M","1","14","14","01/01/2024-31/12/2024"
"K30X","DISPEPSIA FUNCIONAL","M","3","13","4.33333333333","01/01/2024-31/12/2024"
"K404","HERNIA INGUINAL UNILATERAL O NO ESPECIFICADA, CON GANGRENA","M","1","15","15","01/01/2024-31/12/2024"
"K800","CALCULO DE LA VESICULA BILIAR CON COLECISTITIS AGUDA","M","3","55","18.33333333333","01/01/2024-31/12/2024"
"K804","CALCULO DE CONDUCTO BILIAR CON COLECISTITIS","M","2","19","9.5","01/01/2024-31/12/2024"
"K920","HEMATEMESIS","M","1","1","1","01/01/2024-31/12/2024"
"M008","ARTRITIS Y POLIARTRITIS DEBIDAS A OTROS AGENTES BACTERIANOS ESPECIFICADOS","M","1","15","15","01/01/2024-31/12/2024"
"M190","ARTROSIS PRIMARIA DE OTRAS ARTICULACIONES","M","3","90","30","01/01/2024-31/12/2024"
"M512","OTROS DESPLAZAMIENTOS ESPECIFICADOS DE DISCO INTERVERTEBRAL","M","2","6","3","01/01/2024-31/12/2024"
"M543","CIATICA","M","2","7","3.5","01/01/2024-31/12/2024"
"M799","TRASTORNO DE LOS TEJIDOS BLANDOS, NO ESPECIFICADO","M","1","30","30","01/01/2024-31/12/2024"
"M911","OSTEOCONDROSIS JUVENIL DE LA CABEZA DEL FEMUR [LEGG-CALVE-PERTHES]","M","1","30","30","01/01/2024-31/12/2024"
"N184","ENFERMEDAD RENAL CRÓNICA, ETAPA 4","M","1","15","15","01/01/2024-31/12/2024"
"N501","TRASTORNOS VASCULARES DE LOS ORGANOS GENITALES MASCULINOS","M","16","156","9.75","01/01/2024-31/12/2024"
"Q531","TESTICULO NO DESCENDIDO, UNILATERAL","M","6","65","10.83333333333","01/01/2024-31/12/2024"
"Q656","CADERA INESTABLE","M","2","60","30","01/01/2024-31/12/2024"
"R02X","GANGRENA, NO CLASIFICADA EN OTRA PARTE","M","1","30","30","01/01/2024-31/12/2024"
"R074","DOLOR EN EL PECHO, NO ESPECIFICADO","M","15","40","2.66666666667","01/01/2024-31/12/2024"
"R102","DOLOR PELVICO Y PERINEAL","M","1","1","1","01/01/2024-31/12/2024"
"R53X","MALESTAR Y FATIGA","M","4","11","2.75","01/01/2024-31/12/2024"
"R599","ADENOMEGALIA, NO ESPECIFICADA","M","1","10","10","01/01/2024-31/12/2024"
"S002","OTROS TRAUMATISMOS SUPERFICIALES DEL PARPADO Y DE LA REGION PERIOCULAR","M","1","3","3","01/01/2024-31/12/2024"
"S050","TRAUMATISMO DE LA CONJUNTIVA Y ABRASION CORNEAL SIN MENCION DE CUERPO EXTRANO","M","1","2","2","01/01/2024-31/12/2024"
"S373","TRAUMATISMO DE LA URETRA","M","1","14","14","01/01/2024-31/12/2024"
"S522","FRACTURA DE LA DIAFISIS DEL CUBITO","M","9","230","25.55555555556","01/01/2024-31/12/2024"
"S525","FRACTURA DE LA EPIFISIS INFERIOR DEL RADIO","M","50","1,366","27.32","01/01/2024-31/12/2024"
"A09X","DIARREA Y GASTROENTERITIS DE PRESUNTO ORIGEN INFECCIOSO","M","120","287","2.39166666667","01/01/2024-31/12/2024"
"B980","HELICOBACTER PYLORI [H.PYLORI] COMO LA CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS","M","1","1","1","01/01/2024-31/12/2024"
"C443","TUMOR MALIGNO DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA","M","12","32","2.66666666667","01/01/2024-31/12/2024"
"D410","TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL RINON","M","1","30","30","01/01/2024-31/12/2024"
"D481","TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL TEJIDO CONJUNTIVO Y OTRO TEJIDO BLANDO","M","2","60","30","01/01/2024-31/12/2024"
"E882","LIPOMATOSIS, NO CLASIFICADA EN OTRA PARTE","M","3","29","9.66666666667","01/01/2024-31/12/2024"
"H200","IRIDOCICLITIS AGUDA Y SUBAGUDA","M","1","5","5","01/01/2024-31/12/2024"
"H218","OTROS TRASTORNOS ESPECIFICADOS DEL IRIS Y DEL CUERPO CILIAR","M","1","1","1","01/01/2024-31/12/2024"
"H669","OTITIS MEDIA, NO ESPECIFICADA","M","4","9","2.25","01/01/2024-31/12/2024"
"J189","NEUMONIA, NO ESPECIFICADA","M","7","38","5.42857142857","01/01/2024-31/12/2024"
"J304","RINITIS ALERGICA, NO ESPECIFICADA","M","1","1","1","01/01/2024-31/12/2024"
"J942","HEMOTORAX","M","1","20","20","01/01/2024-31/12/2024"
"K056","ENFERMEDAD DEL PERIODONTO, NO ESPECIFICADA","M","1","3","3","01/01/2024-31/12/2024"
"K297","GASTRITIS, NO ESPECIFICADA","M","4","4","1","01/01/2024-31/12/2024"
"K352","APENDICITIS AGUDA CON PERITONITIS GENERALIZADA","M","5","111","22.2","01/01/2024-31/12/2024"
"K436","OTRAS HERNIAS VENTRALES Y LAS NO ESPECIFICADAS CON OBSTRUCCIÓN, SIN GANGRENA","M","1","10","10","01/01/2024-31/12/2024"
"K528","OTRAS COLITIS Y GASTROENTERITIS NO INFECCIOSAS ESPECIFICADAS","M","1","2","2","01/01/2024-31/12/2024"
"K650","PERITONITIS AGUDA","M","1","26","26","01/01/2024-31/12/2024"
"K808","OTRAS COLELITIASIS","M","4","23","5.75","01/01/2024-31/12/2024"
"L033","CELULITIS DEL TRONCO","M","3","8","2.66666666667","01/01/2024-31/12/2024"
"L550","QUEMADURA SOLAR DE PRIMER GRADO","M","2","5","2.5","01/01/2024-31/12/2024"
"M109","GOTA, NO ESPECIFICADA","M","1","4","4","01/01/2024-31/12/2024"
"M161","OTRAS COXARTROSIS PRIMARIAS","M","1","30","30","01/01/2024-31/12/2024"
"M233","OTROS TRASTORNOS DE LOS MENISCOS","M","3","90","30","01/01/2024-31/12/2024"
"M246","ANQUILOSIS ARTICULAR","M","1","5","5","01/01/2024-31/12/2024"
"M705","OTRAS BURSITIS DE LA RODILLA","M","3","11","3.66666666667","01/01/2024-31/12/2024"
"M758","OTRAS LESIONES DEL HOMBRO","M","4","44","11","01/01/2024-31/12/2024"
"M773","ESPOLON CALCANEO","M","1","2","2","01/01/2024-31/12/2024"
"M866","OTRAS OSTEOMIELITIS CRONICAS","M","1","20","20","01/01/2024-31/12/2024"
"M950","DEFORMIDAD ADQUIRIDA DE LA NARIZ","M","2","35","17.5","01/01/2024-31/12/2024"
"N359","ESTRECHEZ URETRAL, NO ESPECIFICADA","M","2","8","4","01/01/2024-31/12/2024"
"N390","INFECCION DE VIAS URINARIAS, SITIO NO ESPECIFICADO","M","28","166","5.92857142857","01/01/2024-31/12/2024"
"N410","PROSTATITIS AGUDA","M","2","20","10","01/01/2024-31/12/2024"
"N46X","ESTERILIDAD EN EL VARON","M","2","12","6","01/01/2024-31/12/2024"
"R522","OTRO DOLOR CRONICO","M","7","53","7.57142857143","01/01/2024-31/12/2024"
"R590","ADENOMEGALIA LOCALIZADA","M","1","3","3","01/01/2024-31/12/2024"
"S024","FRACTURA DEL MALAR Y DEL HUESO MAXILAR SUPERIOR","M","6","68","11.33333333333","01/01/2024-31/12/2024"
"S030","LUXACION DEL MAXILAR","M","1","1","1","01/01/2024-31/12/2024"
"S064","HEMORRAGIA EPIDURAL","M","1","15","15","01/01/2024-31/12/2024"
"S098","OTROS TRAUMATISMOS DE LA CABEZA, ESPECIFICADOS","M","6","32","5.33333333333","01/01/2024-31/12/2024"
"S208","TRAUMATISMO SUPERFICIAL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL TORAX","M","4","12","3","01/01/2024-31/12/2024"
"S223","FRACTURA DE COSTILLA","M","5","45","9","01/01/2024-31/12/2024"
"S312","HERIDA DEL PENE","M","2","30","15","01/01/2024-31/12/2024"
"S423","FRACTURA DE LA DIAFISIS DEL HUMERO","M","6","180","30","01/01/2024-31/12/2024"
"S518","HERIDA DE OTRAS PARTES DEL ANTEBRAZO","M","4","47","11.75","01/01/2024-31/12/2024"
"S562","TRAUMATISMO DE OTRO TENDON Y MUSCULO FLEXOR A NIVEL DEL ANTEBRAZO","M","1","30","30","01/01/2024-31/12/2024"
"S635","ESGUINCE Y TORCEDURA DE LA MUNECA","M","1","1","1","01/01/2024-31/12/2024"
"S662","TRAUMATISMO DEL TENDON Y MUSCULO EXTENSOR DEL PULGAR A NIVEL DE LA MUNECA Y DE LA MANO","M","4","105","26.25","01/01/2024-31/12/2024"
"S700","CONTUSION DE LA CADERA","M","5","16","3.2","01/01/2024-31/12/2024"
"S729","FRACTURA DEL FEMUR, PARTE NO ESPECIFICADA","M","1","30","30","01/01/2024-31/12/2024"
"S925","FRACTURA DE LOS HUESOS DE OTRO(S) DEDO(S) DEL PIE","M","6","96","16","01/01/2024-31/12/2024"
"S933","LUXACION DE OTROS SITIOS Y LOS NO ESPECIFICADOS DEL PIE","M","1","30","30","01/01/2024-31/12/2024"
"A064","ABSCESO AMEBIANO DEL HIGADO","M","1","15","15","01/01/2024-31/12/2024"
"B018","VARICELA CON OTRAS COMPLICACIONES","M","1","9","9","01/01/2024-31/12/2024"
"D179","TUMOR BENIGNO LIPOMATOSO, DE SITIO NO ESPECIFICADO","M","1","3","3","01/01/2024-31/12/2024"
"D489","TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO, DE SITIO NO ESPECIFICADO","M","5","16","3.2","01/01/2024-31/12/2024"
"F411","TRASTORNO DE ANSIEDAD GENERALIZADA","M","1","3","3","01/01/2024-31/12/2024"
"F412","TRASTORNO MIXTO DE ANSIEDAD Y DEPRESION","M","3","10","3.33333333333","01/01/2024-31/12/2024"
"H210","HIFEMA","M","2","8","4","01/01/2024-31/12/2024"
"H608","OTRAS OTITIS EXTERNAS","M","1","3","3","01/01/2024-31/12/2024"
"I849","HEMORROIDES NO ESPECIFICADAS, SIN COMPLICACION","M","1","4","4","01/01/2024-31/12/2024"
"I872","INSUFICIENCIA VENOSA (CRONICA) (PERIFERICA)","M","2","8","4","01/01/2024-31/12/2024"
"J010","SINUSITIS MAXILAR AGUDA","M","3","9","3","01/01/2024-31/12/2024"
"J050","LARINGITIS OBSTRUCTIVA, AGUDA [CRUP]","M","2","10","5","01/01/2024-31/12/2024"
"J40X","BRONQUITIS, NO ESPECIFICADA COMO AGUDA O CRONICA","M","3","9","3","01/01/2024-31/12/2024"
"J46X","ESTADO ASMATICO","M","7","21","3","01/01/2024-31/12/2024"
"K083","RAIZ DENTAL RETENIDA","M","11","24","2.18181818182","01/01/2024-31/12/2024"
"K089","TRASTORNO DE LOS DIENTES Y DE SUS ESTRUTURAS DE SOSTEN, NO ESPECIFICADO","M","1","3","3","01/01/2024-31/12/2024"
"K37X","APENDICITIS, NO ESPECIFICADA","M","26","356","13.69230769231","01/01/2024-31/12/2024"
"K432","HERNIA INCISIONAL SIN OBSTRUCCIÓN O GANGRENA","M","2","45","22.5","01/01/2024-31/12/2024"
"L048","LINFADENITIS AGUDA DE OTROS SITIOS","M","1","2","2","01/01/2024-31/12/2024"
"L050","QUISTE PILONIDAL CON ABSCESO","M","1","12","12","01/01/2024-31/12/2024"
"L500","URTICARIA ALERGICA","M","5","7","1.4","01/01/2024-31/12/2024"
"M250","HEMARTROSIS","M","2","20","10","01/01/2024-31/12/2024"
"M431","ESPONDILOLISTESIS","M","1","3","3","01/01/2024-31/12/2024"
